show_id,title,sentiment_compound,sentiment_label
s2446,Chippa,0.0,neutral
s2447,Cook Off,0.802,positive
s2448,Dear My Friends,0.8074,positive
s2449,Kalek Shanab,-0.2023,negative
s2450,Megalobox,-0.4215,negative
s2451,Midnight Diner,-0.1531,negative
s2452,Mirai,-0.4215,negative
s2453,My Shy Boss,0.3182,positive
s2454,Revolutionary Love,0.6808,positive
s2455,The Disaster Artist,0.25,positive
s2456,The Stolen,-0.4767,negative
s2457,High Strung Free Dance,-0.4939,negative
s2458,Freej Al Taibeen,0.2732,positive
s2459,Kenny Sebastian: The Most Interesting Person in the Room,-0.6814,negative
s2460,Space Force,0.3612,positive
s2461,The Other,-0.3182,negative
s2462,"Can't Cope, Won't Cope",0.4767,positive
s2463,Dorohedoro,-0.6249,negative
s2464,Grandmother's Farm,0.128,positive
s2465,Grandmother's Farm Part 2,-0.6478,negative
s2466,Intuition,-0.765,negative
s2467,Mako Mermaids: An H2O Adventure,-0.6124,negative
s2468,I'm No Longer Here,-0.4019,negative
s2469,Hannah Gadsby: Douglas,0.7003,positive
s2470,Ne Zha,0.743,positive
s2471,Supergirl,-0.4588,negative
s2472,Uncut Gems,0.0,neutral
s2473,Betaal,-0.5423,negative
s2474,Dynasty,-0.34,negative
s2475,One Day We'll Talk About Today,-0.3818,negative
s2476,Si Doel the Movie 3,0.4019,positive
s2477,History 101,0.0,neutral
s2478,Living in Bondage: Breaking Free,-0.25,negative
s2479,Modest Heroes: Ponoc Short Films Theatre,0.2263,positive
s2480,The Lovebirds,-0.8689,negative
s2481,Trailer Park Boys: The Animated Series,0.7845,positive
s2482,#FriendButMarried,0.7783,positive
s2483,Bye Bye London,0.8225,positive
s2484,Fifty Year Old Teenager,0.7717,positive
s2485,Lock Your Girls In,0.3182,positive
s2486,Mujeres arriba,0.9423,positive
s2487,Mystic Pop-up Bar,0.5106,positive
s2488,No Longer kids,0.1779,positive
s2489,Raya and Sakina,-0.5574,negative
s2490,Sayed the Servant,0.6369,positive
s2491,The Married Couples,0.5267,positive
s2492,The School of Mischief,-0.4404,negative
s2493,The Witness Who Didn't See Anything,-0.765,negative
s2494,Anchor Baby,0.128,positive
s2495,Ben Platt Live from Radio City Music Hall,0.3818,positive
s2496,Especial 20 años Fútbol de Primera,0.884,positive
s2497,Honeytrap,-0.9209,negative
s2498,I Will Follow,-0.4767,negative
s2499,Mutiny of the Worker Bees,0.0,neutral
s2500,The Queen and the Conqueror,-0.8807,negative
s2501,What Are the Odds?,0.6705,positive
s2502,Either Me Or My Auntie,-0.4404,negative
s2503,Escaping Tel Aviv,0.6249,positive
s2504,Game Over,0.3612,positive
s2505,Karkar,-0.1531,negative
s2506,My Sleeping Lover,0.5187,positive
s2507,Omar & Salma 2,0.3818,positive
s2508,Patton Oswalt: I Love Everything,0.5994,positive
s2509,Sweet Magnolias,0.4767,positive
s2510,Tarek's Situation,0.4019,positive
s2511,The Beach Loafer,-0.6808,negative
s2512,Wadjda,0.34,positive
s2513,Zaki Chan,0.3612,positive
s2514,Light in the Dark,-0.4404,negative
s2515,The Big Flower Fight,0.4939,positive
s2516,Patriot Act with Hasan Minhaj,0.3612,positive
s2517,The End,-0.0258,neutral
s2518,Boys Over Flowers,0.7713,positive
s2519,Iris,0.0772,positive
s2520,Avatar: The Last Airbender,-0.8689,negative
s2521,Heaven Without People,-0.7351,negative
s2522,"I love you, stupid",0.4939,positive
s2523,Inhuman Resources,-0.8658,negative
s2524,Madam Secretary,0.101,positive
s2525,Magic for Humans,0.4019,positive
s2526,Parasyte: The Maxim,0.5106,positive
s2527,She-Ra and the Princesses of Power,0.7227,positive
s2528,Sleepless Society: Two Pillows & A Lost Soul,-0.7783,negative
s2529,Strangers from Hell,-0.8519,negative
s2530,The Wiggles,0.8481,positive
s2531,White Lines,-0.4767,negative
s2532,Dilan 1990,0.4767,positive
s2533,Dilan 1991,0.0,neutral
s2534,Fan of Amoory,0.3818,positive
s2535,Malang,-0.5994,negative
s2536,Match,-0.7096,negative
s2537,Rencor tatuado,-0.8316,negative
s2538,The Delivery Boy,-0.7906,negative
s2539,Wedy Atkalam,-0.5106,negative
s2540,Fire in the Blood,-0.7717,negative
s2541,The Wrong Missy,-0.1027,negative
s2542,Ali & Alia,0.7351,positive
s2543,True: Terrific Tales,0.7906,positive
s2544,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,-0.7609,negative
s2545,Action Replayy,0.6124,positive
s2546,Andaz Apna Apna,0.0772,positive
s2547,Bordertown,-0.9186,negative
s2548,Have a Good Trip: Adventures in Psychedelics,0.5106,positive
s2549,Trial By Media,-0.1027,negative
s2550,John Henry,0.2263,positive
s2551,18 Presents,-0.4404,negative
s2552,Dead to Me,0.5267,positive
s2553,Restaurants on the Edge,0.4767,positive
s2554,The Eddy,-0.7845,negative
s2555,The Hollow,-0.2732,negative
s2556,Aerials,-0.5267,negative
s2557,In Paradox,-0.5267,negative
s2558,Scissor Seven,-0.5994,negative
s2559,Si Doel the Movie,-0.3071,negative
s2560,Becoming,0.6124,positive
s2561,"Sí, Mi Amor",-0.7906,negative
s2562,Jerry Seinfeld: 23 Hours To Kill,-0.5423,negative
s2563,Arctic Dogs,0.0772,positive
s2564,Luccas Neto em: Acampamento de Férias 2,0.0772,positive
s2565,One Day: Justice Delivered,-0.765,negative
s2566,Almost Happy,0.4404,positive
s2567,Bennett's War,0.8834,positive
s2568,Death Can Wait,-0.5994,negative
s2569,Hangar 1: The UFO Files,-0.1779,negative
s2570,Hoarders,-0.1027,negative
s2571,Lady Driver,-0.5574,negative
s2572,Mike Birbiglia: My Girlfriend's Boyfriend,0.7935,positive
s2573,Roped,0.6369,positive
s2574,The Stand at Paxton County,-0.5423,negative
s2575,The Universe: Ancient Mysteries Solved,0.4404,positive
s2576,WWII in HD,-0.5994,negative
s2577,All Day and a Night,-0.7783,negative
s2578,Cracked Up: The Darrell Hammond Story,-0.9246,negative
s2579,Get In,-0.7184,negative
s2580,Go! Go! Cory Carson: The Chrissy,0.5859,positive
s2581,Hollywood,0.5719,positive
s2582,I Am Divine,0.7506,positive
s2583,Madagascar: Escape 2 Africa,0.128,positive
s2584,Masha and the Bear,0.9468,positive
s2585,Material,0.2023,positive
s2586,Medici: Masters of Florence,-0.7506,negative
s2587,Monthly Girls' Nozaki Kun,0.6705,positive
s2588,Mrs. Serial Killer,-0.7579,negative
s2589,Oh Yuck,0.3612,positive
s2590,Psycho,0.4404,positive
s2591,Reckoning,-0.6369,negative
s2592,The Half Of It,0.9224,positive
s2593,The Heartbreak Kid,0.0,neutral
s2594,Thomas & Friends: Marvelous Machinery: A New Arrival,0.6858,positive
s2595,Thomas & Friends: Marvelous Machinery: World of Tomorrow,0.4019,positive
s2596,Thomas & Friends: Thomas and the Royal Engine,0.0,neutral
s2597,What a Girl Wants,-0.3818,negative
s2598,Dangerous Lies,-0.7351,negative
s2599,DRIFTING DRAGONS,-0.7964,negative
s2600,El señor de los Cielos,0.0,neutral
s2601,Good Witch,-0.1531,negative
s2602,Rich in Love,0.3506,positive
s2603,The Forest of Love: Deep Cut,0.0,neutral
s2604,The Victims' Game,-0.6486,negative
s2605,A Secret Love,0.4678,positive
s2606,Ekşi Elmalar,0.5994,positive
s2607,Extracurricular,-0.2023,negative
s2608,Love Is War,0.7783,positive
s2609,Murder to Mercy: The Cyntoia Brown Story,-0.6705,negative
s2610,Nadiya’s Time to Eat,0.9081,positive
s2611,R.K.Nagar,-0.8176,negative
s2612,Tjovitjo,-0.6808,negative
s2613,Beynelmilel,-0.1779,negative
s2614,Bir Baba Hindu,-0.128,negative
s2615,Boushkash,0.3182,positive
s2616,Cinar Agaci,0.1027,positive
s2617,Görümce,-0.0772,negative
s2618,İstanbul Kırmızısı,0.4939,positive
s2619,Küçük Esnaf,-0.3182,negative
s2620,Lembi 8 Giga,0.25,positive
s2621,Neseli Hayat,-0.6908,negative
s2622,Organize Isler,-0.6486,negative
s2623,The Reliant,-0.8934,negative
s2624,We'll Be Right Back After The Break,-0.7506,negative
s2625,5Gang,0.4019,positive
s2626,Love Aaj Kal,0.8225,positive
s2627,The Lift Boy,-0.3612,negative
s2628,"Coronavirus, Explained",-0.34,negative
s2629,The Last Kingdom,0.3716,positive
s2630,Bheeshma,0.4215,positive
s2631,Bittersweet,0.0,neutral
s2632,My Secret Romance,0.0,neutral
s2633,No Direction Home: Bob Dylan,0.0,neutral
s2634,She Made Me a Criminal,-0.5346,negative
s2635,The Artist,0.8126,positive
s2636,The Dealer,-0.4215,negative
s2637,The International Player,0.296,positive
s2638,The Promise,-0.91,negative
s2639,الف مبروك,-0.6705,negative
s2640,دفعة القاهرة,0.5574,positive
s2641,After Life,-0.5106,negative
s2642,DreamWorks Spooky Stories: Volume 2,-0.6486,negative
s2643,Kolaiyuthir Kaalam,-0.5106,negative
s2644,Love 101,0.8834,positive
s2645,"Yours Sincerely, Kanan Gill",0.3818,positive
s2646,Ghost in the Shell: SAC_2045,-0.7845,negative
s2647,My Stupid Boss,-0.2263,negative
s2648,My Stupid Boss 2,-0.5499,negative
s2649,The House of Flowers,0.6486,positive
s2650,This Earth of Mankind,0.7579,positive
s2651,Time to Hunt,-0.4215,negative
s2652,Absurd Planet,0.5228,positive
s2653,Circus of Books,0.4215,positive
s2654,The Plagues of Breslau,-0.9042,negative
s2655,The Set Up,0.0,neutral
s2656,The Silence of the Marsh,0.0772,positive
s2657,The Willoughbys,-0.1779,negative
s2658,Win the Wilderness,0.5859,positive
s2659,Bleach,-0.0258,neutral
s2660,Middleditch & Schwartz,0.8008,positive
s2661,Nicky Jam: El Ganador,0.296,positive
s2662,Cooked with Cannabis,0.4019,positive
s2663,The Midnight Gospel,-0.5994,negative
s2664,Varane Avashyamund,0.0,neutral
s2665,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),0.0,neutral
s2666,The King: Eternal Monarch,0.0,neutral
s2667,#blackAF,0.7351,positive
s2668,Babamın Ceketi,-0.3818,negative
s2669,Earth and Blood,-0.6808,negative
s2670,El Dragón: Return of a Warrior,-0.3818,negative
s2671,Hasmukh,-0.7506,negative
s2672,Rising High,0.4404,positive
s2673,Sergio,-0.3612,negative
s2674,The Legacy of the Bones,-0.3818,negative
s2675,Alelí,-0.5423,negative
s2676,Fary : Hexagone,0.7964,positive
s2677,Fauda,-0.7845,negative
s2678,"Hail, Caesar!",0.6808,positive
s2679,Jem and the Holograms,0.765,positive
s2680,Maurício Meirelles: Generating Chaos,0.296,positive
s2681,Puerto Ricans in Paris,-0.5423,negative
s2682,Stunt School,-0.1027,negative
s2683,For the Broken Hearted,0.872,positive
s2684,Mischief,-0.8225,negative
s2685,The Innocence Files,-0.8658,negative
s2686,World Famous Lover,0.5859,positive
s2687,Chris D'Elia: No Pain,-0.6908,negative
s2688,New Money,0.0,neutral
s2689,Moms at War,0.6369,positive
s2690,Surviving R. Kelly: The Impact,0.3016,positive
s2691,Code 8,0.6369,positive
s2692,Brews Brothers,-0.7227,negative
s2693,LA Originals,0.0,neutral
s2694,Love Wedding Repeat,-0.3818,negative
s2695,School Life,-0.5106,negative
s2696,The Main Event,-0.6486,negative
s2697,The Trial,-0.765,negative
s2698,Tigertail,0.4404,positive
s2699,Hi Score Girl,0.5574,positive
s2700,The Circle France,-0.0772,negative
s2701,Born Beautiful,0.9371,positive
s2702,The Last Airbender,0.6486,positive
s2703,Tiffany Haddish: She Ready! From the Hood To Hollywood!,0.4019,positive
s2704,Mine 9,-0.6908,negative
s2705,The Florida Project,-0.4588,negative
s2706,Dark Light,-0.2263,negative
s2707,The Killing of a Sacred Deer,-0.8316,negative
s2708,Angel Has Fallen,-0.7269,negative
s2709,El Reemplazante,0.1531,positive
s2710,Coffee & Kareem,-0.7783,negative
s2711,Legacies,-0.3612,negative
s2712,Money Heist: The Phenomenon,0.5574,positive
s2713,The Death of Stalin,0.3716,positive
s2714,Sol Levante,0.8933,positive
s2715,Violet Evergarden: Eternity and the Auto Memory Doll,0.631,positive
s2716,Agneepath,0.0,neutral
s2717,Brothers,-0.6705,negative
s2718,Chhota Bheem and the Curse of Damyaan,0.6249,positive
s2719,Community,-0.3612,negative
s2720,David Batra: Elefanten i rummet,0.4939,positive
s2721,Dostana,0.4678,positive
s2722,Duniya,-0.5106,negative
s2723,Duplicate,0.5267,positive
s2724,Friendship,0.5574,positive
s2725,Gori Tere Pyaar Mein,0.8271,positive
s2726,Gumrah,0.1027,positive
s2727,Hasee Toh Phasee,-0.34,negative
s2728,How to Fix a Drug Scandal,0.1779,positive
s2729,Humpty Sharma Ki Dulhania,0.7783,positive
s2730,Kaal,-0.6808,negative
s2731,Kabhi Alvida Naa Kehna,-0.8481,negative
s2732,Kabhi Khushi Kabhie Gham,-0.296,negative
s2733,Kal Ho Naa Ho,-0.2144,negative
s2734,Kapoor & Sons,-0.5423,negative
s2735,Kuch Kuch Hota Hai,0.9493,positive
s2736,Magnificent,-0.1779,negative
s2737,Man Like Mobeen,0.8402,positive
s2738,Mighty Raju Rio Calling,0.2732,positive
s2739,Muqaddar ka Faisla,-0.9081,negative
s2740,Pokémon the Series,-0.1779,negative
s2741,Saint Seiya,-0.6597,negative
s2742,SETHUM AAYIRAM PON,-0.6249,negative
s2743,Sunderland 'Til I Die,0.0,neutral
s2744,The Iliza Shlesinger Sketch Show,0.7096,positive
s2745,The Little Vampire,0.25,positive
s2746,The Runaways,-0.296,negative
s2747,The Windsors,0.4019,positive
s2748,Ungli,0.25,positive
s2749,Well-Intended Love,0.8176,positive
s2750,Wildling,-0.5719,negative
s2751,A truthful Mother,0.4588,positive
s2752,Akbar Birbal,0.5719,positive
s2753,Bal Ganesh,-0.7579,negative
s2754,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,0.7964,positive
s2755,Greater,0.8381,positive
s2756,Indian Horse,0.4588,positive
s2757,Paharganj,-0.5267,negative
s2758,Pretty Little Stalker,-0.6124,negative
s2759,Through My Father's Eyes: The Ronda Rousey Story,0.5994,positive
s2760,Tree House Tales,0.7579,positive
s2761,Kannum Kannum Kollaiyadithaal,-0.5647,negative
s2762,Rugal,0.1027,positive
s2763,Rogue Warfare,-0.8316,negative
s2764,Dragons: Rescue Riders: Hunt for the Golden Dragon,0.7506,positive
s2765,Happy!,0.1779,positive
s2766,Ladies Up,0.2732,positive
s2767,Maska,0.6908,positive
s2768,Ozark,0.1027,positive
s2769,The Decline,-0.9153,negative
s2770,There's Something in the Water,-0.7717,negative
s2771,True: Wuzzle Wegg Day,0.2244,positive
s2772,Uncorked,0.0,neutral
s2773,Wassup Man GO!,0.0,neutral
s2774,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,-0.34,negative
s2775,7SEEDS,0.1531,positive
s2776,Happy Old Year,0.0,neutral
s2777,Making Unorthodox,0.0,neutral
s2778,Unorthodox,-0.1779,negative
s2779,Bethany Hamilton: Unstoppable,-0.3182,negative
s2780,Crip Camp: A Disability Revolution,0.6369,positive
s2781,Curtiz,-0.7351,negative
s2782,The Occupant,-0.5994,negative
s2783,Tom Segura: Ball Hog,0.4939,positive
s2784,Freud,0.1027,positive
s2785,J-Style Trip,0.3818,positive
s2786,Barbie Dreamhouse Adventures: Go Team Roberts,0.0,neutral
s2787,A Life of Speed: The Juan Manuel Fangio Story,0.8555,positive
s2788,Archibald's Next Big Thing,0.8268,positive
s2789,Dino Girl Gauko,0.4574,positive
s2790,El silencio es bienvenido,-0.875,negative
s2791,Greenhouse Academy,0.3182,positive
s2792,Self Made: Inspired by the Life of Madam C.J. Walker,0.5106,positive
s2793,She,-0.3818,negative
s2794,The English Game,-0.3612,negative
s2795,The Letter for the King,0.4939,positive
s2796,"Tiger King: Murder, Mayhem and Madness",0.5023,positive
s2797,Ultras,-0.4215,negative
s2798,Vampires,-0.3612,negative
s2799,3022,-0.7003,negative
s2800,Altered Carbon: Resleeved,-0.3182,negative
s2801,Masameer - The Movie,0.7579,positive
s2802,AllI Wish,0.5106,positive
s2803,Caliphate,0.3182,positive
s2804,Lu Over the Wall,-0.5994,negative
s2805,Women Of The Night,-0.4767,negative
s2806,XV: Beyond the Tryline,0.0,neutral
s2807,Bert Kreischer: Hey Big Boy,0.0772,positive
s2808,Shaun the Sheep: Adventures from Mossy Bottom,0.7845,positive
s2809,We Speak Dance,0.6369,positive
s2810,Search Party,0.6486,positive
s2811,Bypass Road,-0.3818,negative
s2812,Digs & Discoveries: All Track's Lead to Rome,-0.4019,negative
s2813,Digs & Discoveries: Mines of Mystery,0.7506,positive
s2814,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,-0.6597,negative
s2815,Steam Team to the Rescue,-0.3182,negative
s2816,Jai Mummy Di,-0.4588,negative
s2817,100 Humans,0.8481,positive
s2818,Baby Mamas,0.3182,positive
s2819,Bloodride,-0.6625,negative
s2820,Go Karts,0.8402,positive
s2821,Justine,0.0258,neutral
s2822,Kingdom,-0.1779,negative
s2823,Lost Girls,-0.6249,negative
s2824,Miracle in Cell No. 7,-0.296,negative
s2825,The Valhalla Murders,-0.3612,negative
s2826,Dirty Money,-0.7351,negative
s2827,On My Block,0.8176,positive
s2828,The Circle Brazil,0.9076,positive
s2829,Carmen Sandiego: To Steal or Not to Steal,0.7717,positive
s2830,Marc Maron: End Times Fun,0.0,neutral
s2831,Sitara: Let Girls Dream,-0.2023,negative
s2832,Alakada Reloaded,0.2732,positive
s2833,All About Love,-0.836,negative
s2834,Guilty,-0.4754,negative
s2835,I am Jonas,0.6808,positive
s2836,Miles Davis: Birth of the Cool,0.4215,positive
s2837,Spenser Confidential,-0.7717,negative
s2838,Twin Murders: the Silence of the White City,-0.8658,negative
s2839,Ugly Delicious,0.7501,positive
s2840,93 Days,0.5859,positive
s2841,Angu Vaikuntapurathu (Malayalam),-0.3612,negative
s2842,Mighty Little Bheem: Festival of Colors,0.9062,positive
s2843,Tootsies & The Fake,-0.2023,negative
s2844,Aurora,-0.886,negative
s2845,Lil Peep: Everybody’s Everything,0.4215,positive
s2846,The Death of Mr. Lazarescu,-0.5859,negative
s2847,Velvet,0.7351,positive
s2848,Freaks,-0.1027,negative
s2849,Luccas Neto in: The End of Christmas,0.3182,positive
s2850,Taylor Tomlinson: Quarter-Life Crisis,0.6486,positive
s2851,The Last Bomb of the Second World War,-0.5994,negative
s2852,Uncovered,-0.8074,negative
s2853,W.E.,0.0,neutral
s2854,Fat Ballerina - David A. Arnold,0.8356,positive
s2855,Akame ga Kill!,-0.0516,negative
s2856,Babylon Berlin,-0.7351,negative
s2857,Bhangra Paa Le,0.6249,positive
s2858,Calico Critters Mini Episodes Clover,0.8625,positive
s2859,Calico Critters: Everyone's Big Dream Flying in the Sky,0.4438,positive
s2860,Frank & Lola,-0.85,negative
s2861,Hugo,-0.128,negative
s2862,Ordinary World,-0.3525,negative
s2863,"Pop, Lock 'n Roll",0.6486,positive
s2864,There Will Be Blood,0.6369,positive
s2865,Velvet Colección: Grand Finale,0.5719,positive
s2866,Voulez-vous rire avec moi ce soir?,0.7906,positive
s2867,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,0.25,positive
s2868,All The Bright Places,0.0772,positive
s2869,Always a Witch,-0.3182,negative
s2870,Amit Tandon: Family Tandoncies,0.6124,positive
s2871,Queen Sono,-0.3818,negative
s2872,Toy Boy,-0.6369,negative
s2873,Unstoppable,0.4767,positive
s2874,Ala Vaikunthapurramuloo,-0.3612,negative
s2875,Altered Carbon,0.4939,positive
s2876,Followers,0.6369,positive
s2877,Pokémon: Mewtwo Strikes Back - Evolution,0.25,positive
s2878,Six Windows in the Desert,-0.0772,negative
s2879,Couple of Days,0.8422,positive
s2880,Gbomo Gbomo Express,-0.1531,negative
s2881,I Am Not Okay With This,0.7269,positive
s2882,Taxi Driver,-0.2732,negative
s2883,The Arbitration,-0.6908,negative
s2884,The Trials of Gabriel Fernandez,-0.8934,negative
s2885,The Visit,-0.3818,negative
s2886,When Love Happens,0.0,neutral
s2887,Pete Davidson: Alive From New York,0.6486,positive
s2888,Full Count,0.1531,positive
s2889,"Hi Bye, Mama!",0.2732,positive
s2890,Girl on the Third Floor,-0.8442,negative
s2891,Unabomber - In His Own Words,0.5994,positive
s2892,Gentefied,0.7096,positive
s2893,Hyena,0.0,neutral
s2894,Passion. Panache. Pep,0.8442,positive
s2895,Puerta 7,-0.6908,negative
s2896,System Crasher,-0.4939,negative
s2897,The Body,0.1027,positive
s2898,The Last Thing He Wanted,0.3818,positive
s2899,Yeh Ballet,0.5499,positive
s2900,Pretville,0.5563,positive
s2901,Spectros,0.0,neutral
s2902,Untamed Romania,0.5106,positive
s2903,DreamWorks Shrek's Swamp Stories,0.5719,positive
s2904,By the Sea,-0.4588,negative
s2905,Miss Virginia,0.34,positive
s2906,MR. RIGHT,-0.25,negative
s2907,On the Real,-0.0258,neutral
s2908,Term Life,0.6808,positive
s2909,The Forest,-0.8519,negative
s2910,Monster High: Electrified,-0.8945,negative
s2911,Talking Tom and Friends,0.7717,positive
s2912,A Shaun the Sheep Movie: Farmageddon,0.5574,positive
s2913,Cuddle Weather,-0.4013,negative
s2914,Fanatyk,-0.6705,negative
s2915,Isi & Ossi,-0.0258,neutral
s2916,Liefling,0.8885,positive
s2917,Panipat - The Great Betrayal,-0.3818,negative
s2918,Taj Mahal 1989,0.8442,positive
s2919,The Ghost and the Tout,0.3182,positive
s2920,Dragon Quest Your Story,0.8555,positive
